"civ_name","geo_id","modified","per_cap_income","pop_asian","pop_black","pop_hisp","pop_in_poverty","pop_native","pop_nonwhite","pop_not_hisp","pop_other","pop_pac_isl","pop_two_plus","pop_white","tot_pop_hisp","tot_pop_income","tot_pop_race","pct_white","pct_nonwhite","pct_black","pct_asian","pct_pac_isl","pct_native","pct_other","pct_two_plus","pct_hisp","pct_not_hisp","pct_in_poverty"
"Alcova Heights",11,"FALSE",156551.095835369,224.078598207834,169.806371429722,321.916428107019,49.6288865039214,0.00621242046477834,584.916136045452,1673.70869168736,125.765408211984,0,65.2595457754469,1410.70898374893,1995.62511979438,1995.62504987478,1995.62511979438,70.6900795022204,29.3099204977796,8.5089313491513,11.228491563131,0,0.000311301977668954,6.30205578014284,3.27013050337685,16.1311072362222,83.8688927637778,2.48688432263543
"Arlington - East Falls Church",25,"FALSE",345656.572839116,302.533261133375,121.553315810235,492.421487738739,146.56590854703,0,798.952565198857,5144.92884863777,143.996659584079,0,230.869328671167,4838.39777117765,5637.3503363765,5637.3503363765,5637.3503363765,85.8275161640496,14.1724838359504,2.15621362088994,5.36658612790477,0,0,2.55433228364224,4.09535180351346,8.7349811233348,91.2650188766652,2.59990775455757
"Arlington Forest",58,"FALSE",174734.156717432,175.345915469805,96.9127189623909,278.918183939546,74.0166824457501,20.918749695793,630.59593743213,2662.34041025232,226.399870172483,0,111.018683131658,2310.66265675974,2941.25859419187,2938.65041548988,2941.25859419187,78.5603367661254,21.4396632338746,3.29494044331109,5.96159466617668,0,0.711217631020322,7.6973806594074,3.7745298339591,9.48295347067847,90.5170465293215,2.51873043678832
"Arlington Heights",20,"FALSE",218414.415833312,150.414141194593,190.135923298058,377.110357649689,27.3007635312529,0.0155234671475603,479.721595170126,2492.12557363134,92.9930138087385,0,46.1629934015896,2389.5143361109,2869.23593128103,2869.23593128103,2869.23593128103,83.2805106774212,16.7194893225788,6.62670926517946,5.2423064814833,0,0.000541031393700327,3.24103754574201,1.60889499878036,13.1432327867621,86.8567672132378,0.951499429991589
"Arlington Mill",46,"FALSE",117846.780168782,642.030758632438,2509.44267952186,3239.82394179613,1349.70490054536,115.963588837478,4109.42239722294,4347.06576864259,544.410325497501,0,297.575044733663,3477.46731321579,7586.88971043873,7556.90490316255,7586.88971043873,45.8352163526402,54.1647836473598,33.0760400545845,8.46237105238361,0,1.52847337002836,7.17567206425121,3.92222710611218,42.7029265673718,57.2970734326282,17.8605516126121
"Arlington Ridge",51,"FALSE",466394.616436127,533.958770747557,388.197310154116,914.658181466536,298.296702493432,33.2138803669018,1189.34618322621,5411.12505024577,50.555343337518,0,183.420878620118,5136.43704848609,6325.78323171231,6314.5203022563,6325.78323171231,81.1984359934466,18.8015640065534,6.13674695977586,8.4409906439842,0,0.525055619996502,0.799195000613914,2.89957578218292,14.4592084167726,85.5407915832274,4.72398041679975
"Arlington View",43,"FALSE",42143.2658433418,0.617437255193931,648.615353454863,121.502856181196,225.366408221971,0,743.595174068753,1047.26499044454,0.0015984362608711,0,94.3607849224355,425.172672556981,1168.76784662573,1168.76784662573,1168.76784662573,36.3778550021261,63.6221449978739,55.4956534206031,0.0528280493835016,0,0,0.000136762511518933,8.07352676537585,10.3958075619533,89.6041924380467,19.282392895442
"Arlingwood",61,"FALSE",37224.8875568565,8.34094612212692,0,91.8732910363825,0.11147657114066,0,8.87045983504515,429.185310791719,0.167214856710989,0,0.362298856207144,512.188141993056,521.058601828101,520.965704685484,521.058601828101,98.2976080226056,1.70239197739443,0,1.60076929789917,0,0,0.03209137247218,0.0695313070230567,17.6320457457282,82.3679542542718,0.0213980632771134
"Ashton Heights",38,"FALSE",387665.779160277,646.006427872217,300.438440731775,502.457899565819,402.611845715919,1.22359620849491,1321.25214109004,6053.16263253879,124.737141054425,40.0003961609454,208.846139062187,5234.36839101457,6555.62053210461,6525.45542561307,6555.62053210461,79.8455060871885,20.1544939128115,4.58291384103836,9.85423766840305,0.610169486855636,0.0186648419093606,1.90275108883369,3.1857569857714,7.66453605886963,92.3354639411304,6.16986584776332
"Aurora Highlands",12,"FALSE",409905.197317608,1456.18930634614,1088.9679307723,1318.75302845156,1108.99185413167,26.8214312586467,3341.06583636215,8362.88159331377,275.597782353197,0,493.489385631868,6340.56878540317,9681.63462176533,9517.89755122133,9681.63462176533,65.4906845084704,34.5093154915296,11.247769341803,15.0407380905749,0,0.277034119820524,2.84660383416685,5.09717010516439,13.6211815460053,86.3788184539947,11.6516473114313
"Ballston - Virginia Square",8,"FALSE",694016.322482062,1985.56694144177,508.087202882251,1063.71863256553,824.03875511963,13.8096171013119,3081.27504294404,11607.5074322663,69.8826370179807,1.67900444793488,502.249640052799,9589.95102188783,12671.2260648319,12646.1436071685,12671.2260648319,75.6828973993613,24.3171026006387,4.00977143239842,15.6698880698891,0.0132505287124096,0.108984063820309,0.551506512948539,3.96370199286996,8.39475696450411,91.6052430354959,6.51612681871274
"Barcroft",40,"FALSE",206557.178638129,245.205294631664,346.282430398531,1077.71151937796,495.30859602123,0.0579993126551215,1407.10055290784,2743.65566205642,671.873594702168,0,143.681233862817,2414.26662852655,3821.36718143438,3821.3156599511,3821.36718143438,63.1780855882143,36.8219144117857,9.06174188339974,6.4166902312597,0,0.00151776340512117,17.5820213761813,3.7599431575399,28.2022498286446,71.7977501713553,12.9617294172334
"Bellevue Forest",31,"FALSE",98828.6064898573,41.1265500152392,0.116153209005158,94.2643380030913,9.43665608769929,0,86.0859158446674,1076.51078883661,14.1925152253506,0,30.6506973950725,1084.68921099503,1170.7751268397,1162.419969849,1170.7751268397,92.6471007223188,7.3528992776812,0.00992105198875321,3.5127625341899,0,0,1.21223238348604,2.61798330801651,8.05144692965431,91.9485530703457,0.811811250018794
"Bluemont",18,"FALSE",432675.009111767,536.365786043233,362.131437450627,1071.93349387819,258.677737711311,8.93035644095288,1542.01969886728,6398.88727144781,366.945633602601,8.04105938281547,259.605425947053,5928.80106645872,7470.820765326,7463.63736281671,7470.820765326,79.3594338921342,20.6405661078658,4.84727781358873,7.17947602936272,0.107632877770754,0.119536483627086,4.91171780356036,3.47492509995619,14.3482694545866,85.6517305454134,3.46584011436601
"Boulevard Manor",39,"FALSE",39041.9575447308,135.793621266247,76.8884881331949,630.907994943712,274.492230769469,0.000504208598370456,466.378532752472,1445.58476512511,214.309500524569,0,39.3864186198626,1610.11422731635,2076.49276006883,1914.73942672424,2076.49276006883,77.5400838509538,22.4599161490462,3.70280550030169,6.53956632440878,0,2.42817412160755e-05,10.3207439315833,1.8967761110112,30.3833467217483,69.6166532782517,14.3357486109258
"Buckingham",59,"TRUE",212437.85843385,639.159818447007,738.505805287315,2028.27117486668,805.124974895317,2.0754586992393,2803.47989829117,4383.4252455,1179.8317245056,0,243.907091352003,3608.21652207552,6411.69642036668,6411.69642036668,6411.69642036668,56.2755359192313,43.7244640807687,11.5181031176314,9.96865379366252,0,0.032369884086318,18.4012412184376,3.80409606695093,31.6339240333323,68.3660759666677,12.5571287551582
"Chain Bridge Forest",1,"FALSE",16773.9283012715,3.6554859331121,0,42.2208625274448,0,0,3.65548593311209,193.740754454942,0,0,0,232.306131049274,235.961616982386,235.961616982386,235.961616982386,98.4508133230054,1.54918667699458,0,1.54918667699458,0,0,0,0,17.8931061192874,82.1068938807126,0
"Cherry Valley Nature Area",27,"FALSE",8557.73176792714,11.6949169059097,9.97066973484414,39.6394278610309,5.41738122181923,0,40.8720281140514,141.206259835588,4.06323510513365,6.77016147265865,8.37304489550523,139.973659582567,180.845687696619,154.503604875729,180.845687696619,77.399500848139,22.600499151861,5.51335774816519,6.46679335010119,3.74361233540502,0,2.2467967895093,4.62993892868024,21.9189234567367,78.0810765432633,3.50631380165956
"Cherrydale",34,"FALSE",295128.364541558,172.59040048908,152.786516361282,458.399253971243,167.268476587499,0,689.765997056946,3234.21059507535,84.815578479389,45.6808615223572,233.892640204838,3002.84385198965,3692.60984904659,3514.86976966869,3692.60984904659,81.3203662110407,18.6796337889593,4.1376295521914,4.67394085875716,1.23708876349749,0,2.29690061898329,6.33407399552995,12.4139639092822,87.5860360907178,4.75888119756043
"Claremont",42,"TRUE",94321.2269488245,100.848600878938,73.6256842777025,392.869808581554,119.845467753841,0,390.854765288291,1323.84438722884,67.8858575375471,0,148.494622594103,1325.85943052211,1716.7141958104,1716.7141958104,1716.7141958104,77.2323916093801,22.7676083906199,4.28875607001936,5.87451313241638,0,0,3.95440648788371,8.64993270030042,22.8849863035061,77.1150136964939,6.98109609895004
"Clarendon - Courthouse",17,"FALSE",439022.187452004,1011.96455176181,550.695152779629,1620.99527814759,623.862820148116,34.1453478846304,2525.31268528356,8094.08036349707,405.025527678053,0,523.482105179439,7189.7629563611,9715.07564164466,9706.18935051297,9715.07564164466,74.006247831375,25.993752168625,5.6684597536124,10.4164351271124,0,0.351467648262695,4.16904142199233,5.38834821764516,16.6853593110385,83.3146406889615,6.42747423957009
"Colonial Village",56,"FALSE",214433.372403547,468.522841201737,215.862036787374,231.438663460344,190.70002000467,0.0230995672122071,765.10914851135,2507.47571116897,26.3245366603973,0,54.3766342946295,1973.80522611796,2738.91437462931,2736.16925068948,2738.91437462931,72.0652403157035,27.9347596842965,7.88129920332355,17.1061514570037,0,0.000843384058522585,0.961130326097182,1.98533531381349,8.45001456066574,91.5499854393343,6.96959882714188
"Columbia Forest",45,"FALSE",134437.573009852,627.602104345409,777.354318991759,2120.17157848732,241.750984979598,0.0398140327062979,2652.89791481781,2718.22608356447,1119.08243559781,0,128.819241850129,2185.49974723398,4838.39766205178,4838.39766205178,4838.39766205178,45.1699074752609,54.8300925247391,16.0663586023252,12.9712799191306,0,0.000822876404280799,23.1291951129797,2.66243601389931,43.8197049224811,56.1802950775189,4.99650921369452
"Columbia Heights",13,"FALSE",215764.099222562,1407.7207910066,891.976126566215,610.98881148354,363.424845064574,99.7135935867377,3036.40247861773,5250.60120998123,426.487166758796,5.74770378341099,204.757096915963,2825.18754284704,5861.59002146477,5861.59002146477,5861.59002146477,48.1983136401793,51.8016863598207,15.2173066232858,24.0160227148542,0.0980570760214083,1.70113558303452,7.2759637776956,3.49320058492927,10.4236019449695,89.5763980550305,6.20010686065958
"Country Club Hills",64,"TRUE",133718.508667578,18.5743156513681,10.1907823649517,50.6801692331162,36.6977722503712,0,41.6954173745452,751.571691848782,6.48931154448319,0,6.44100781374228,760.556443707353,802.251861081898,757.557870303697,802.251861081898,94.8027023186564,5.19729768134358,1.27027219995584,2.31527236675016,0,0,0.808887066429719,0.802866048207865,6.31723922270122,93.6827607772988,4.84422031489944
"Crystal City",62,"TRUE",546413.421729884,1680.79192543776,1192.65042248295,742.220650496214,690.10419175721,58.1785687413533,3690.84363120326,8846.5602462766,87.3749941239773,48,623.84772041723,5897.93726556955,9588.78089677281,9588.78089677281,9588.78089677281,61.5087290977162,38.4912709022838,12.4379776253344,17.5287342940899,0.500585011971176,0.606735823538671,0.911221093323596,6.50601705402604,7.74051110862294,92.2594888913771,7.19699614775295
"Dominion Hills",10,"FALSE",128974.48789845,97.4177942479892,21.8377707432413,151.690324704465,3.23308415700078,0,281.473372355878,1600.69221645842,49.4010540988992,0,112.816753265748,1470.90916880701,1752.38254116289,1752.29885548779,1752.38254116289,83.9376753794243,16.0623246205757,1.24617600496919,5.55916256637334,0,0,2.81907933561792,6.43790671361528,8.65623350731414,91.3437664926859,0.184505294109821
"Donaldson Run",23,"FALSE",294000.071377067,210.38187828215,103.313667494593,88.417798526766,26.1756126462122,0.00284136819691498,425.054770378408,2898.31639198548,45.3085137974704,0,66.0478694359985,2561.67942013384,2986.73419051225,2674.71380341004,2986.73419051225,85.7685772062124,14.2314227937876,3.45908476967191,7.04387685219712,0,9.51329450722784e-05,1.51699183480735,2.21137420416615,2.96035043251042,97.0396495674896,0.978632278819529
"Douglas Park",29,"TRUE",441453.451656192,2308.63091080064,2367.68636380392,4055.20287165654,859.262776413276,86.2450876388868,6951.97716248744,9944.54397356226,1585.77365685804,10.9746451875732,592.666498198381,7047.76968273135,13999.7468452188,13911.7984366217,13999.7468452188,50.3421223301499,49.6578776698501,16.9123512730699,16.4905189809849,0.0783917402857983,0.616047479946691,11.327159515028,4.23340868053474,28.9662585794648,71.0337414205352,6.17650392454894
"Dover Crystal",33,"FALSE",94981.9746156091,113.297664108903,21.0350716134478,38.5706369371567,30.2479413798346,0,150.606196749253,795.407338645865,0,0,16.2734610269021,683.371778833769,833.977975583022,833.977975583022,833.977975583022,81.9412261284279,18.0587738715721,2.52225744915416,13.5852105722214,0,0,0,1.95130585019653,4.62489874629993,95.3751012537001,3.62694726544651
"Fairlington",30,"FALSE",440252.224997479,280.872448911097,223.524859350997,761.569268504638,121.206553980401,62.9470413796047,948.04062995149,6417.57984679797,106.020342236911,9.213278605928,265.462659466953,6231.10848535112,7179.14911530261,7174.12369060847,7179.14911530261,86.7945265556512,13.2054734443488,3.11352857784422,3.91233618915099,0.128333852075723,0.876803648574883,1.47678144769169,3.69768972901133,10.6080714618579,89.3919285381421,1.68949629540219
"Forest Glen",41,"FALSE",16980.2433106266,24.0548682603413,86.3791766724091,256.459650048644,117.459677330921,0.00334860696254152,192.057423751323,257.125532557147,51.8573123879774,0,29.7627178236328,321.527758854468,513.585182605791,499.381030361396,513.585182605791,62.6045629321165,37.3954370678835,16.8188607455816,4.68371539425913,0,0.000652006147364223,10.0971200385626,5.79508888333284,49.9351731191771,50.0648268808229,23.5210531016599
"Foxcroft Heights",60,"FALSE",40719.826885984,132.433291661506,266.704355042774,397.204466448338,28.0359891072954,0.280187305159041,509.929298997971,1158.44785064536,4.72059010078596,0.287021141870237,105.503853745875,1045.72301809573,1555.6523170937,1547.20569491866,1555.6523170937,67.2208697666692,32.7791302333308,17.1442135310181,8.51303920588895,0.018450211446119,0.0180109206974019,0.303447630869414,6.78196873341076,25.5329845932672,74.4670154067328,1.81204019603672
"Glebewood",49,"FALSE",29618.3285853758,30.2424909998362,11.4241829776449,186.836161219187,181.077655608315,0.0122024966797379,236.730461089077,273.115180798873,186.740016051621,0,8.31156856329469,223.220880928983,459.95134201806,459.95134201806,459.95134201806,48.5314120292791,51.4685879707209,2.48378076853102,6.5751500728633,0,0.00265299729884445,40.5999502539312,1.8070538780966,40.6208535884325,59.3791464115675,39.3688721102166
"Glencarlyn",47,"FALSE",95470.2297837749,348.429371824906,126.625535198262,198.582838420642,344.015347646642,27.9957019406387,604.77453288963,1949.01160013416,67.904564498374,0,33.8193594274495,1542.81990566517,2147.5944385548,2010.3973249688,2147.5944385548,71.8394440760144,28.1605559239856,5.89615678477326,16.2241699628994,0,1.30358420742969,3.16188956719731,1.57475540168598,9.24675696935942,90.7532430306406,17.1118088635529
"Green Valley",21,"FALSE",207858.430730444,323.392745937057,1685.17759938592,2029.48113561205,997.691614315824,7.90693930912596,3095.55232602561,4761.27479603577,789.165917724817,2.27765102901585,287.631472639673,3695.20360562222,6790.75593164783,6765.75593164783,6790.75593164783,54.4152027081549,45.5847972918451,24.8157586040204,4.76224958152167,0.0335404637118678,0.116436805986153,11.6211792275874,4.23563260901761,29.8859384145115,70.1140615854885,14.7461957598703
"Gulf Branch",2,"FALSE",39965.6461830964,43.3714876586727,29.8123828388434,36.7954325950675,2.55791839364274,0,105.707814698979,519.034536809368,19.0716669188683,0,13.4522772825941,450.122154705456,555.829969404435,424.492956285384,555.829969404435,80.9819872051442,19.0180127948558,5.36357959805351,7.80301351961009,0,0,3.43120521898151,2.42021445821068,6.61990799713325,93.3800920028667,0.602582058375326
"Highland Park - Overlee Knolls",37,"FALSE",142317.583508413,64.1544001131368,173.817572239173,78.1015010158192,63.0611546563417,0,264.105038972723,1754.86549089051,15.1406044583096,0,10.9924621621035,1568.86195293361,1832.96699190633,1832.96699190633,1832.96699190633,85.5913914359119,14.4086085640881,9.48285337415697,3.50003030040463,0,0,0.826016208975101,0.599708680551366,4.26093330434673,95.7390666956533,3.44038681191725
"John M Langston",36,"FALSE",136718.270070391,143.223142344784,484.511444557617,253.511781742623,184.30075577234,0,811.778720466632,1693.001512416,85.3364537078934,0.000560668390048689,98.7071191879472,1134.73457369199,1946.51329415862,1945.24169488596,1946.51329415862,58.2957525693385,41.7042474306615,24.8912476483777,7.357932913923,2.88037277593338e-05,0,4.38406734564739,5.07097071898568,13.0238916170466,86.9761083829534,9.47443992470791
"Leeway Overlee",16,"FALSE",200375.160637283,87.0423206903365,40.7581279639324,215.2895181789,40.1916541218498,0,254.936645910605,2171.6893348869,113.514976443043,0,13.621220813293,2132.04220715519,2386.9788530658,2386.9788530658,2386.9788530658,89.319693989615,10.680306010385,1.70751944080205,3.64654762561222,0,0,4.75559204461514,0.570646899355564,9.01933077045847,90.9806692295415,1.68378760751183
"Long Branch Creek",53,"FALSE",138554.764516381,276.059997468544,1027.18433659064,738.36813958569,412.60725161769,25.7861196330982,1639.74434920837,3782.43311016386,224.471880185308,0,86.2420153307841,2881.05690054118,4520.80124974955,4520.80124974955,4520.80124974955,63.7288998427168,36.2711001572832,22.7212894317692,6.10643959372993,0,0.570388261030646,4.96531185036597,1.90767102038741,16.3326830531777,83.6673169468223,9.12686112092513
"Lyon Park",9,"FALSE",338499.331197847,596.015949774686,248.172574569308,568.960418676258,436.854601230655,6.64168384216967,1411.6457666955,5784.89112086293,398.136168379682,0,162.679390129653,4942.20577284369,6353.85153953919,6342.21842352034,6353.85153953919,77.7828336417524,22.2171663582476,3.90586045369431,9.38038835288733,0,0.104530044506695,6.26606029275523,2.56032721440406,8.95457527038036,91.0454247296196,6.88804093549608
"Lyon Village",26,"FALSE",362318.848189509,364.464922863852,92.7676517774516,192.457935125327,174.213038071239,0.012270362273303,727.037181501881,3737.4801039854,29.2292935994038,1.70105183478535,238.861991064115,3202.90085760885,3929.93803911073,3923.31940106266,3929.93803911073,81.5000344975822,18.4999655024178,2.36053726176413,9.27406282838809,0.043284444127528,0.000312227881233455,0.743759654949111,6.07800908530773,4.89722568676622,95.1027743132338,4.44045004401253
"Madison Manor",19,"FALSE",83658.8761623897,176.110821839973,1.31096081448292,57.6680683757571,26.0581658585225,0,177.617980983547,1519.63619929641,0.0761623917996522,0,0.120035937292085,1399.68628668862,1577.30426767217,1577.30426767217,1577.30426767217,88.7391428132201,11.2608571867799,0.0831140092214216,11.1653043391483,0,0,0.00482864298034613,0.00761019542977829,3.65611566250722,96.3438843374928,1.65206969844695
"Maywood",6,"FALSE",75454.5843989494,71.3798260841769,22.2388910636019,110.060840711059,25.5385834348408,0,273.531026204617,1057.44122939675,42.4207165580565,0.133017638179915,137.358574860602,893.971043903194,1167.50207010781,1166.98451057017,1167.50207010781,76.5712598540097,23.4287401459903,1.9048266922172,6.11389289250557,0.0113933535182196,0,3.63345964381367,11.7651675639357,9.42703602237685,90.5729639776232,2.18842522788612
"North Highlands",35,"TRUE",263202.616650196,428.473882917521,274.171717925006,583.73286511506,359.938065203588,6.8632378955952,931.557410345098,3679.89136118563,52.7818073664539,0,169.266764240521,3332.06681595559,4263.62422630069,4263.62422630069,4263.62422630069,78.1510433166537,21.8489566833463,6.43048503744173,10.0495226637101,0,0.160971922742592,1.23795636212176,3.97002069733019,13.6910016955583,86.3089983044417,8.44206820533729
"North Rosslyn",57,"FALSE",316306.091888573,521.067806235439,157.640288833292,212.965104113018,257.435747100649,4.1136625371926,881.220672511795,2940.22871716747,52.3831943041922,0,146.015720601679,2271.97314876869,3153.19382128049,3125.97935813551,3153.19382128049,72.0530762630399,27.9469237369601,4.99938468004723,16.5250801494923,0,0.130460186412584,1.6612741643303,4.63072455667769,6.75394904923841,93.2460509507616,8.23536298890332
"Old Dominion",5,"FALSE",98137.6447255476,54.7739912337494,43.5961051144156,59.4554593268984,56.8678463644783,0.000115571189150736,170.003519245751,1224.18475280897,0.0583802461257983,0,71.5749270802715,1113.63669289012,1283.64021213587,1283.64021213587,1283.64021213587,86.7561394821934,13.2438605178066,3.39628695815592,4.26708284111869,0,9.0033942578376e-06,0.00454802253574296,5.57593369260197,4.63178535268612,95.3682146473139,4.43020137783427
"Old Glebe",14,"FALSE",113771.819006333,23.0654295219582,0.00410034708145657,101.494725016262,0.0125424808607384,0,34.3797258209825,1244.77639593931,0.00592691617795845,0,11.3042690357649,1311.89139513459,1346.27112095557,1346.26782822436,1346.27112095557,97.4462999847623,2.55370001523765,0.000304570678047834,1.71328264886099,0,0,0.000440246848179553,0.839672548850431,7.5389513625028,92.4610486374972,0.000931648264764756
"Penrose",44,"FALSE",202371.782263099,488.491608516461,946.988256265539,1138.37665989185,300.892400763872,65.061495222633,1906.15122371278,4809.56653287713,251.06305998944,40.9424059183591,113.604397800353,4041.79196905619,5947.94319276898,4743.06667574298,5947.94319276898,67.9527668315641,32.0472331684359,15.9212727084685,8.21278201026414,0.688345611103575,1.0938486316031,4.22100635215651,1.90997785484004,19.1389968430733,80.8610031569267,6.34383662162494
"Radnor/Ft.Myer Heights",54,"FALSE",712861.727862299,1817.91754678705,783.167202998795,1649.71086598153,966.848584583737,0.952923875940803,3497.06405799966,10973.8737869026,382.903631446396,52.7705729397706,459.352179951704,9126.52059488451,12623.5846528842,12149.86737917,12623.5846528842,72.2973770592122,27.7026229407878,6.20400008819888,14.40096134953,0.418031600300743,0.00754875815502282,3.03324009760502,3.63884104699812,13.0684818246504,86.9315181753496,7.9576883797211
"Rivercrest",22,"FALSE",25951.0233136729,10.7203510761985,0,24.7635535703835,2.47004207445776,0,22.462069904988,282.702151079358,3.70506311168664,0,8.03665571710284,285.003634744754,307.465704649742,305.40733625436,307.465704649742,92.6944470341574,7.30555296584258,0,3.4866819011281,0,0,1.2050329697445,2.61383809496998,8.05408642196163,91.9459135780384,0.808769725295849
"Riverwood",4,"FALSE",19743.4583790198,11.520943679513,17.1954383276314,26.9968381743812,16.1637120279735,0,37.4860555542364,253.804669715839,0,0,8.76967354709199,243.315452335984,280.80150789022,280.80150789022,280.80150789022,86.6503368034293,13.3496631965707,6.12369871402327,4.10287813839559,0,0,0,3.12308634415187,9.61420698101653,90.3857930189835,5.75627679118187
"Rock Spring",32,"FALSE",186508.13700625,225.055253173985,20.9800362547947,136.118306760433,102.145793202198,0.0303118981787957,246.18792936941,2685.16390241621,0.0227675903599973,0,0.0995604520920886,2575.09427980723,2821.28220917664,2821.12540140641,2821.28220917664,91.2738992019782,8.7261007980218,0.743634797914013,7.97705569623482,0,0.00107440149305878,0.000806994432742047,0.00352890794718279,4.82469659779827,95.1753034022017,3.62074628626133
"Shirlington",63,"FALSE",138050.866986411,132.476501300934,196.508914701057,503.849707644449,54.304287312607,54.0529586203953,644.175547408925,2635.84027580113,74.6945410667363,12.786721394072,173.655910325731,2495.51443603666,3139.68998344558,3132.71540813972,3139.68998344558,79.4828294893629,20.5171705106371,6.2588636374029,4.21941344525838,0.407260635970164,1.72160177932842,2.37904192645047,5.53098908622678,16.0477534502152,83.9522465497848,1.73345740795695
"Stafford-Albemarle-Glebe",48,"FALSE",30074.4588375981,6.5704126129245,0.00269324242115104,75.5842238768861,0.00564298412050695,0,6.5782186909218,347.373756313003,0,0,0.00511283557615083,416.379761498967,422.957980189889,422.957980189889,422.957980189889,98.4447110590115,1.55528894098853,0.000636763590544361,1.55344334914184,0,0,0,0.00120882825614388,17.8703860470849,82.1296139529151,0.00133417133256914
"Tara - Leeway Heights",7,"FALSE",204384.459462299,80.3094484614524,55.3064277615747,128.017120204633,71.7282160977395,0,248.856167471881,2085.34535824682,9.78243383958623,5.42308038176676,98.034777027501,1964.50631097957,2213.36247845145,2213.36247845145,2213.36247845145,88.756646509794,11.243353490206,2.49875148332094,3.62839115794716,0.245015465589755,0,0.441971612640257,4.42922377070789,5.7838298720144,94.2161701279856,3.24068998169352
"Waverly Hills",15,"FALSE",242861.580784865,476.475415831993,77.9947883106677,289.067566758413,221.266608834371,21.9848405639342,616.781637456905,2798.46713468027,30.2348660486032,0,10.0917267017071,2470.75306398178,3087.53470143869,3087.5140201636,3087.53470143869,80.0234913256358,19.9765086743642,2.52611859793268,15.4322286842629,0,0.712051610422063,0.979255910371301,0.326853871375264,9.36240705646861,90.6375929435314,7.16649729812875
"Waycroft - Woodlawn",28,"FALSE",185446.132985352,75.355981968013,17.5557440051551,231.322633812921,147.943271906281,0,242.374509501949,1781.65660470295,96.090527308598,1.5707952758786,51.8014609443047,1770.60472901392,2012.97923851587,1993.27152349116,2012.97923851587,87.9594133479167,12.0405866520833,0.872127425323004,3.74350517512398,0.0780333570174679,0,4.77354785732632,2.57337283729249,11.491555868379,88.508444131621,7.42213342049669
"Westover Village",55,"FALSE",130511.412683688,162.898067342563,111.659376213332,272.538952419072,66.7606568452747,0,501.442794403798,1727.86002900335,71.8062612260117,1.12142877294836e-05,155.079078407603,1498.95618701863,2000.39898142243,2000.39898142243,2000.39898142243,74.932860941209,25.067139058791,5.58185528238645,8.14327885863705,5.60602551472477e-07,0,3.58959697004806,7.75240738711686,13.6242297136783,86.3757702863217,3.33736706853365
"Williamsburg",3,"FALSE",270166.409655827,289.151622557229,14.82353634954,298.51436515263,31.8842239862683,46.9696881018212,546.776375031543,3009.60190234521,45.8783501164964,0,149.953177906457,2761.3398924663,3308.11626749784,3308.11626749784,3308.11626749784,83.4716699529697,16.5283300470303,0.4480959903127,8.74067291401261,0,1.41983184095726,1.38684213028575,4.532887171462,9.02369629766419,90.9763037023358,0.963818119076709
"Woodmont",50,"FALSE",70971.8415850064,41.373943482038,61.7602672390592,96.9207446779789,58.0248252991227,0,134.656222284765,911.681833231027,0.00939403654329023,0,31.5126175271242,873.946355624242,1008.60257790901,1008.60257790901,1008.60257790901,86.6492288207384,13.3507711792616,6.12335012737109,4.10210566463282,0,0,0.00093139128820844,3.12438399596944,9.60940878010752,90.3905912198925,5.75299196829512
"Yorktown",24,"FALSE",388619.086765075,195.625950990222,125.169309569433,194.474205601098,47.7718181097562,0,390.057544505837,3280.11613090412,0.0812986125823534,0,69.1809853336004,3084.53279199938,3474.59033650522,3474.30825053481,3474.59033650522,88.7739990407571,11.2260009592429,3.60241920477247,5.6301875054135,0,0,0.0023398042562947,1.99105444480063,5.59703984547146,94.4029601545285,1.37500229297163
