"geo_id","area_m_sq","area_canopy","pct_canopy","area_plantable","pct_plantable","area_open_plantable","pct_open_plantable"
"51013100100",2193504.46366695,872058.602115162,39.7564088224975,1138955.43622244,51.9240081380281,480922.815263631,21.9248614821443
"51013100200",3204852.03884873,1395347.0296422,43.5385787776788,1779421.24254269,55.5227268208586,641771.052142519,20.0249822569987
"51013100300",4453494.73153562,2407389.31020119,54.0561840829008,2704833.84671002,60.7350858092821,989681.431910286,22.2225800538677
"51013100400",3772214.06962486,2732538.30739523,72.4385800211749,1621580.40958631,42.9874969886737,399383.971162441,10.5875213811012
"51013100500",2127334.69695509,1180486.35894924,55.4913319769992,1080628.24096708,50.7972836861925,343066.710948073,16.1265978239867
"51013100600",1019416.00554934,426382.51320894,41.8261544735285,466001.6832791,45.7126119996501,207390.830270828,20.3440822139211
"51013100700",1555886.41432882,637832.993591478,40.9948301956623,702046.69427917,45.121975988332,311633.02838686,20.0292916961611
"51013100800",439643.660693225,103848.54268899,23.6210713297317,213610.24262435,48.5871312889015,132359.244367731,30.1060281772353
"51013100900",1640742.28027747,710754.697957661,43.3190944428801,830229.590826906,50.6008530898896,303345.712486326,18.4883217878086
"51013101000",1076643.17172198,441022.251005327,40.9627128642777,534289.010583105,49.6254492311102,203073.571155964,18.8617339978267
"51013101100",2171530.37413256,932179.887838122,42.9273243857108,986610.971204921,45.4339014990308,372171.270280072,17.1386628855578
"51013101200",1596013.47351713,755104.089273433,47.3118868858553,667324.617096932,41.8119663881253,280999.184000576,17.6063165294802
"51013101300",2490531.60227298,1234860.61779665,49.5822103469658,1122686.62913744,45.0781924675368,468065.301251026,18.7937908847993
"51013101401",338926.796890612,79864.2102670649,23.5638524306005,85476.9008565098,25.2198709693932,52641.9307920214,15.5319470974175
"51013101402",462874.526922779,137160.175416287,29.6322582986229,124488.400284657,26.8946319237449,62403.8302918204,13.4818026618758
"51013101403",304670.047835352,18021.1914197396,5.91498624422656,53516.5736407813,17.5654200407985,46880.8860964831,15.3874286066407
"51013101404",309751.497821265,38377.6447703149,12.3898173343006,31743.3931661922,10.2480192636579,24795.1892957509,8.00486501926727
"51013101500",1734476.93229643,559937.1820439,32.282769036458,631169.050162891,36.3895903376027,324157.030339714,18.6890366947995
"51013101601",692694.043905598,363522.475865346,52.4795151717643,111310.551477444,16.069223123364,51097.8904235813,7.37668973382208
"51013101602",207175.966974786,62987.2549579592,30.4027807267939,100349.898718998,48.4370364885086,54670.555795714,26.3884641611773
"51013101603",459119.41861773,106434.191874145,23.182245742205,120570.113382305,26.2611661570109,62352.8342976349,13.5809621133779
"51013101701",243852.521540959,32568.2395151787,13.3557116036253,55207.5558205845,22.6397313719438,36670.2964440231,15.0378992237994
"51013101702",382445.482274796,46179.1644943288,12.074705189261,75291.6426698187,19.6868955601154,54133.458145293,14.1545555260075
"51013101703",248746.057552964,70472.3485815796,28.3310414142239,83478.7252260085,33.5598184136984,45181.5444177166,18.1637228192436
"51013101801",280823.860207445,57956.6213021712,20.6380687379479,71810.220699549,25.5712675719587,39692.6661200039,14.1343638288723
"51013101802",395621.416303569,67733.2401404085,17.1207213131342,101381.84423448,25.6259747466977,66859.537997746,16.8998783287412
"51013101803",957987.842309715,291734.508915007,30.4528404255772,418638.547467623,43.6997766546058,231181.97788662,24.1320367207624
"51013101900",1107756.36420578,497208.996564245,44.8843276942692,605752.032423917,54.6827851319291,253261.58365083,22.8625708535115
"51013102001",211082.681696237,33730.4214930619,15.9797199950313,66108.0853817127,31.318573769518,48003.4602719017,22.7415436861761
"51013102002",179757.286971947,52576.1396788392,29.2484052048718,74818.6945778283,41.6220648621074,45935.5194635302,25.5541904516499
"51013102003",591986.281645796,190871.77803371,32.2426015520262,218592.890692948,36.9253304460422,117716.366733565,19.8849822003136
"51013102100",1140919.25675121,607919.475499414,53.2833039588162,378857.410918658,33.2063297798533,126282.005814042,11.068443719114
"51013102200",859637.059726567,370519.281975834,43.1018274262965,310993.448003302,36.1772965095552,146721.968082368,17.0678970179622
"51013102301",856734.250947619,316488.12714478,36.9412249825098,294230.751279672,34.3432926784739,124108.341973592,14.4862122456663
"51013102302",1189294.20616872,530551.787833376,44.6106426047878,566031.588765904,47.5939078682104,252402.089114624,21.2228469461506
"51013102400",970315.638621484,326390.782381494,33.6375885732599,375567.856301676,38.7057408283392,188747.226121719,19.4521471786098
"51013102500",1111009.4814597,256870.275787039,23.1204395708261,310145.94866844,27.915688735703,173445.25055908,15.611500482534
"51013102600",705508.956376662,240749.780155607,34.1242698593147,370957.563235689,52.5801352176797,196952.750796778,27.9164068743058
"51013102701",465282.684749313,206249.546157433,44.3277931712754,190334.153152843,40.9072074657994,80070.8578663259,17.2090775115491
"51013102702",285144.88301487,96790.7645315107,33.9444157328481,117704.10461827,41.2787013302749,64648.5821778136,22.6721873786675
"51013102801",1058562.45348603,433788.400128731,40.9790087207599,479853.211165391,45.330647198486,179888.370771384,16.993647392176
"51013102802",734713.697463961,394385.035976871,53.678737355542,200231.35194236,27.2529765857784,68857.1902046139,9.37197583797484
"51013102901",682161.749910108,253721.025666571,37.1936752097292,248205.808215599,36.3851840488427,111178.748923386,16.2980039467233
"51013102902",754305.122876999,195983.597674188,25.9820053888386,205465.603194599,27.2390571087376,107694.943438145,14.2773713411073
"51013103000",772883.83027428,302028.647197385,39.0781428420104,383246.43208699,49.5865506658335,190409.398879036,24.6362249306554
"51013103100",1919886.83982084,541748.877372936,28.2177504494739,1060356.7728174,55.230170384227,653355.464178768,34.0309361274509
"51013103200",994054.697418371,320704.385384315,32.2622473609558,563266.989002589,56.6635810348699,316960.889554329,31.8856588452827
"51013103300",437238.518027755,102083.234375986,23.3472647461279,181967.924085357,41.6175420468802,119998.884573745,27.4447194439828
"51013103401",1280185.16475877,272388.179549063,21.2772485611791,70.5394769352783,0.00551009954474597,59.1844880302189,0.00462311934706502
"51013103402",1169469.2804833,157445.975599106,13.4630279073289,222958.249208429,19.0649085811205,164817.865729065,14.0933899230728
"51013103501",365896.08492053,99478.048673996,27.1875138252987,125434.628012415,34.2814895217199,64173.7623413224,17.5387944791102
"51013103502",665750.835938598,111158.53801449,16.6967177529376,130517.572004208,19.6045674986198,86321.7706270627,12.9660776926195
"51013103503",201246.083134619,22966.0258978342,11.4119119935724,47811.9976299572,23.7579767443098,34653.2702245427,17.2193513954565
"51013103601",745799.655284852,331029.132356948,44.3857985199141,390274.801354253,52.3297106117851,157164.034626981,21.0732243590208
"51013103602",167871.590460682,31223.8403564633,18.5998359047991,28436.1526300917,16.9392286997792,15670.3425991426,9.3347198034755
"51013103700",1471897.63031731,756941.546823583,51.4262358490517,717376.171204071,48.738183717941,194546.464117689,13.2173909455747
"51013103800",928418.768421905,271026.243076442,29.1922408609989,308132.922232687,33.189001850581,165069.542829181,17.779643027872
"51013980100",4931345.59295665,1280367.81003777,25.9638629234685,2467.28975495254,0.0500327893968032,4.91371217516075,9.96424217799482e-05
"51013980200",3833631.35546606,356318.032166899,9.29453041067327,86763.4960811817,2.26321959615321,44330.0137319737,1.15634524088413
